date,areaType,areaCode,areaName,numbOfCases,numbofNewCases
29/12/2020,utla,E06000025,South Gloucestershire,8655,227
29/12/2020,utla,S12000033,Aberdeen City,4164,135
29/12/2020,utla,S12000010,East Lothian,1653,17
29/12/2020,utla,W06000004,Denbighshire,2595,61
29/12/2020,utla,S12000030,Stirling,1746,28
29/12/2020,utla,S12000021,North Ayrshire,3426,93
29/12/2020,utla,E10000019,Lincolnshire,25614,515
29/12/2020,utla,W06000019,Blaenau Gwent,5048,61
29/12/2020,utla,E09000029,Sutton,8321,514
29/12/2020,utla,W06000014,Vale of Glamorgan,5154,168
29/12/2020,utla,E08000022,North Tyneside,8228,107
29/12/2020,utla,E06000013,North Lincolnshire,6168,84
29/12/2020,utla,E09000020,Kensington and Chelsea,5007,203
29/12/2020,utla,E06000030,Swindon,6050,282
29/12/2020,utla,E09000017,Hillingdon,13202,661
29/12/2020,utla,E08000015,Wirral,12510,415
29/12/2020,utla,W06000008,Ceredigion,1254,41
29/12/2020,utla,E06000007,Warrington,10454,255
29/12/2020,utla,E09000015,Harrow,10878,449
29/12/2020,utla,S12000027,Shetland Islands,120,11
29/12/2020,utla,W06000016,Rhondda Cynon Taf,17310,296
29/12/2020,utla,S12000048,Perth and Kinross,2388,69
29/12/2020,utla,E08000004,Oldham,16796,116
29/12/2020,utla,E09000030,Tower Hamlets,16709,823
29/12/2020,utla,E06000021,Stoke-on-Trent,12846,165
29/12/2020,utla,E06000057,Northumberland,11357,273
29/12/2020,utla,S12000011,East Renfrewshire,2881,82
29/12/2020,utla,E08000010,Wigan,19457,303
29/12/2020,utla,E06000038,Reading,5283,207
29/12/2020,utla,E06000010,"Kingston upon Hull, City of",13054,192
29/12/2020,utla,E06000047,County Durham,24426,528
29/12/2020,utla,E10000007,Derbyshire,27918,547
29/12/2020,utla,E08000033,Calderdale,9741,108
29/12/2020,utla,W06000015,Cardiff,19683,407
29/12/2020,utla,E10000025,Oxfordshire,17861,899
29/12/2020,utla,S12000013,Na h-Eileanan Siar,97,3
29/12/2020,utla,E06000009,Blackpool,6293,73
29/12/2020,utla,E08000011,Knowsley,8992,199
29/12/2020,utla,E09000009,Ealing,14733,664
29/12/2020,utla,S12000049,Glasgow City,24952,405
29/12/2020,utla,E10000015,Hertfordshire,40259,2365
29/12/2020,utla,E06000035,Medway,17065,702
29/12/2020,utla,E10000024,Nottinghamshire,31207,631
29/12/2020,utla,E06000059,Dorset,4865,210
29/12/2020,utla,E10000006,Cumbria,14248,545
29/12/2020,utla,E08000027,Dudley,14315,369
29/12/2020,utla,E08000023,South Tyneside,7696,171
29/12/2020,utla,E10000002,Buckinghamshire,16279,868
29/12/2020,utla,E10000018,Leicestershire,26330,488
29/12/2020,utla,E08000017,Doncaster,14980,229
29/12/2020,utla,E06000034,Thurrock,10327,564
29/12/2020,utla,E06000008,Blackburn with Darwen,11772,184
29/12/2020,utla,E08000037,Gateshead,9384,187
29/12/2020,utla,E10000011,East Sussex,15200,1024
29/12/2020,utla,E09000031,Waltham Forest,14043,679
29/12/2020,utla,E06000042,Milton Keynes,10479,584
29/12/2020,utla,E06000015,Derby,10613,307
29/12/2020,utla,E09000033,Westminster,7844,304
29/12/2020,utla,E06000024,North Somerset,5891,160
29/12/2020,utla,E08000003,Manchester,35961,350
29/12/2020,utla,E06000043,Brighton and Hove,7104,413
29/12/2020,utla,E06000033,Southend-on-Sea,8222,448
29/12/2020,utla,E09000027,Richmond upon Thames,6302,242
29/12/2020,utla,E08000012,Liverpool,27886,541
29/12/2020,utla,E10000012,Essex,61466,3667
29/12/2020,utla,S12000041,Angus,1616,53
29/12/2020,utla,E09000012,Hackney and City of London,12437,590
29/12/2020,utla,E09000008,Croydon,15551,864
29/12/2020,utla,S12000019,Midlothian,1900,38
29/12/2020,utla,E10000029,Suffolk,13910,757
29/12/2020,utla,E09000016,Havering,16979,700
29/12/2020,utla,E09000011,Greenwich,11433,720
29/12/2020,utla,E08000030,Walsall,12818,385
29/12/2020,utla,E06000016,Leicester,22264,337
29/12/2020,utla,E10000027,Somerset,9859,459
29/12/2020,utla,E10000020,Norfolk,19110,982
29/12/2020,utla,E08000031,Wolverhampton,12357,430
29/12/2020,utla,E06000002,Middlesbrough,7170,168
29/12/2020,utla,E06000017,Rutland,734,21
29/12/2020,utla,E08000005,Rochdale,14838,137
29/12/2020,utla,E06000032,Luton,10173,410
29/12/2020,utla,E10000016,Kent,71840,3019
29/12/2020,utla,E08000001,Bolton,17262,166
29/12/2020,utla,E06000049,Cheshire East,12334,339
29/12/2020,utla,E09000024,Merton,8646,488
29/12/2020,utla,E08000013,St. Helens,9045,188
29/12/2020,utla,E10000032,West Sussex,18268,1323
29/12/2020,utla,E10000023,North Yorkshire,17614,426
29/12/2020,utla,E10000021,Northamptonshire,22734,881
29/12/2020,utla,E10000014,Hampshire,30806,1660
29/12/2020,utla,E06000036,Bracknell Forest,3743,229
29/12/2020,utla,E09000002,Barking and Dagenham,12483,742
29/12/2020,utla,E09000022,Lambeth,12717,653
29/12/2020,utla,E06000003,Redcar and Cleveland,5547,113
29/12/2020,utla,E06000012,North East Lincolnshire,6071,57
29/12/2020,utla,E06000045,Southampton,6550,390
29/12/2020,utla,E10000003,Cambridgeshire,12835,804
29/12/2020,utla,E08000025,Birmingham,54731,1421
29/12/2020,utla,E06000050,Cheshire West and Chester,12286,423
29/12/2020,utla,E06000056,Central Bedfordshire,8307,524
29/12/2020,utla,E09000025,Newham,18507,1042
29/12/2020,utla,E06000041,Wokingham,4533,187
29/12/2020,utla,E06000052,Cornwall and Isles of Scilly,6101,435
29/12/2020,utla,E10000008,Devon,12347,370
29/12/2020,utla,E09000014,Haringey,11291,623
29/12/2020,utla,E06000023,"Bristol, City of",18959,386
29/12/2020,utla,E09000032,Wandsworth,12368,542
29/12/2020,utla,E09000021,Kingston upon Thames,7086,320
29/12/2020,utla,E06000011,East Riding of Yorkshire,12294,157
29/12/2020,utla,E09000003,Barnet,16202,867
29/12/2020,utla,E09000018,Hounslow,11563,572
29/12/2020,utla,E06000001,Hartlepool,5535,154
29/12/2020,utla,E08000026,Coventry,12278,354
29/12/2020,utla,E09000007,Camden,7777,378
29/12/2020,utla,E10000031,Warwickshire,17793,560
29/12/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",10401,484
29/12/2020,utla,E06000018,Nottingham,20057,237
29/12/2020,utla,E09000004,Bexley,13049,666
29/12/2020,utla,E08000035,Leeds,41652,469
29/12/2020,utla,E06000054,Wiltshire,7961,329
29/12/2020,utla,E10000034,Worcestershire,15634,535
29/12/2020,utla,E06000004,Stockton-on-Tees,9729,202
29/12/2020,utla,E09000023,Lewisham,11090,728
29/12/2020,utla,E06000039,Slough,7396,333
29/12/2020,utla,E08000006,Salford,15462,185
29/12/2020,utla,E08000024,Sunderland,13600,280
29/12/2020,utla,E06000019,"Herefordshire, County of",3567,123
29/12/2020,utla,E10000017,Lancashire,60133,1030
29/12/2020,utla,E09000028,Southwark,11793,698
28/12/2020,utla,N09000001,Antrim and Newtownabbey,4555,96
28/12/2020,utla,N09000006,Fermanagh and Omagh,3385,94
28/12/2020,utla,N09000008,Mid and East Antrim,4376,137
28/12/2020,utla,W06000011,Swansea,13748,160
28/12/2020,utla,N09000007,Lisburn and Castlereagh,4587,99
28/12/2020,utla,S12000014,Falkirk,2690,57
28/12/2020,utla,N09000011,Ards and North Down,3215,50
28/12/2020,utla,S12000035,Argyll and Bute,880,12
28/12/2020,utla,W06000022,Newport,7934,159
28/12/2020,utla,E08000019,Sheffield,29456,197
28/12/2020,utla,W06000009,Pembrokeshire,2083,39
28/12/2020,utla,E06000022,Bath and North East Somerset,4708,103
28/12/2020,utla,E10000013,Gloucestershire,12481,270
28/12/2020,utla,W06000021,Monmouthshire,2990,46
28/12/2020,utla,S12000006,Dumfries and Galloway,1574,99
28/12/2020,utla,W06000001,Isle of Anglesey,1146,14
28/12/2020,utla,N09000005,Derry City and Strabane,8386,123
28/12/2020,utla,W06000023,Powys,2396,33
28/12/2020,utla,W06000006,Wrexham,6334,129
28/12/2020,utla,S12000050,North Lanarkshire,12103,160
28/12/2020,utla,E08000032,Bradford,33261,152
28/12/2020,utla,E08000028,Sandwell,16317,231
28/12/2020,utla,W06000013,Bridgend,9296,198
28/12/2020,utla,E09000019,Islington,7931,200
28/12/2020,utla,W06000018,Caerphilly,10077,167
28/12/2020,utla,S12000017,Highland,1116,26
28/12/2020,utla,S12000018,Inverclyde,1403,48
28/12/2020,utla,W06000024,Merthyr Tydfil,5310,58
28/12/2020,utla,E08000014,Sefton,12117,152
28/12/2020,utla,N09000004,Causeway Coast and Glens,4478,96
28/12/2020,utla,S12000042,Dundee City,4131,72
28/12/2020,utla,E08000009,Trafford,10399,114
28/12/2020,utla,W06000003,Conwy,2223,39
28/12/2020,utla,W06000002,Gwynedd,1739,13
28/12/2020,utla,E10000030,Surrey,35765,1062
28/12/2020,utla,S12000028,South Ayrshire,2382,16
28/12/2020,utla,E06000044,Portsmouth,7319,205
28/12/2020,utla,N09000009,Mid Ulster,6377,153
28/12/2020,utla,S12000026,Scottish Borders,1501,53
28/12/2020,utla,S12000008,East Ayrshire,3344,51
28/12/2020,utla,S12000038,Renfrewshire,5916,91
28/12/2020,utla,W06000020,Torfaen,4602,81
28/12/2020,utla,E06000051,Shropshire,7230,139
28/12/2020,utla,N09000003,Belfast,14168,179
28/12/2020,utla,E08000008,Tameside,11766,66
28/12/2020,utla,S12000045,East Dunbartonshire,3098,33
28/12/2020,utla,E06000027,Torbay,2269,19
28/12/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",7011,174
28/12/2020,utla,E08000007,Stockport,12655,132
28/12/2020,utla,W06000005,Flintshire,4875,104
28/12/2020,utla,N09000010,"Newry, Mourne and Down",5856,144
28/12/2020,utla,E06000031,Peterborough,7292,109
28/12/2020,utla,S12000039,West Dunbartonshire,2493,21
28/12/2020,utla,E06000046,Isle of Wight,1638,97
28/12/2020,utla,E06000006,Halton,5675,84
28/12/2020,utla,E09000006,Bromley,13225,444
28/12/2020,utla,E08000029,Solihull,7809,114
28/12/2020,utla,E06000014,York,7032,134
28/12/2020,utla,S12000034,Aberdeenshire,2846,69
28/12/2020,utla,E08000021,Newcastle upon Tyne,17512,82
28/12/2020,utla,E06000005,Darlington,4339,72
28/12/2020,utla,E08000018,Rotherham,13471,81
28/12/2020,utla,E06000026,Plymouth,5270,89
28/12/2020,utla,E08000036,Wakefield,16133,135
28/12/2020,utla,E08000002,Bury,11630,113
28/12/2020,utla,S12000023,Orkney Islands,39,0
28/12/2020,utla,E10000028,Staffordshire,34387,410
28/12/2020,utla,W06000010,Carmarthenshire,7535,117
28/12/2020,utla,S12000036,City of Edinburgh,10191,170
28/12/2020,utla,S12000047,Fife,6142,99
28/12/2020,utla,E09000005,Brent,12758,349
28/12/2020,utla,S12000040,West Lothian,4291,45
28/12/2020,utla,E08000034,Kirklees,22381,161
28/12/2020,utla,E06000037,West Berkshire,3248,96
28/12/2020,utla,S12000020,Moray,403,7
28/12/2020,utla,W06000012,Neath Port Talbot,9036,103
28/12/2020,utla,E06000020,Telford and Wrekin,5328,73
28/12/2020,utla,E09000010,Enfield,15921,503
28/12/2020,utla,E08000016,Barnsley,12374,106
28/12/2020,utla,E09000013,Hammersmith and Fulham,6783,187
28/12/2020,utla,E09000026,Redbridge,18151,507
28/12/2020,utla,S12000005,Clackmannanshire,1094,15
28/12/2020,utla,E06000040,Windsor and Maidenhead,4396,120
28/12/2020,utla,E06000055,Bedford,6182,168
28/12/2020,utla,E06000025,South Gloucestershire,8428,145
28/12/2020,utla,S12000029,South Lanarkshire,11686,114
28/12/2020,utla,S12000033,Aberdeen City,4029,87
28/12/2020,utla,S12000010,East Lothian,1636,27
28/12/2020,utla,W06000004,Denbighshire,2534,83
28/12/2020,utla,S12000030,Stirling,1718,22
28/12/2020,utla,S12000021,North Ayrshire,3333,49
28/12/2020,utla,E10000019,Lincolnshire,25099,273
28/12/2020,utla,W06000019,Blaenau Gwent,4987,61
28/12/2020,utla,E09000029,Sutton,7807,250
28/12/2020,utla,W06000014,Vale of Glamorgan,4986,96
28/12/2020,utla,S12000013,Na h-Eileanan Siar,94,0
28/12/2020,utla,E08000022,North Tyneside,8121,78
28/12/2020,utla,E06000013,North Lincolnshire,6084,55
28/12/2020,utla,E09000020,Kensington and Chelsea,4804,151
28/12/2020,utla,E06000030,Swindon,5768,131
28/12/2020,utla,E09000017,Hillingdon,12541,312
28/12/2020,utla,E08000015,Wirral,12095,243
28/12/2020,utla,W06000008,Ceredigion,1213,31
28/12/2020,utla,E06000007,Warrington,10199,144
28/12/2020,utla,E09000015,Harrow,10429,284
28/12/2020,utla,S12000027,Shetland Islands,109,13
28/12/2020,utla,W06000016,Rhondda Cynon Taf,17014,216
28/12/2020,utla,S12000048,Perth and Kinross,2319,30
28/12/2020,utla,E08000004,Oldham,16680,90
28/12/2020,utla,E09000030,Tower Hamlets,15886,467
28/12/2020,utla,E06000021,Stoke-on-Trent,12681,82
28/12/2020,utla,E06000057,Northumberland,11084,146
28/12/2020,utla,S12000011,East Renfrewshire,2799,39
28/12/2020,utla,E08000010,Wigan,19154,113
28/12/2020,utla,E06000038,Reading,5076,113
28/12/2020,utla,E06000010,"Kingston upon Hull, City of",12862,121
28/12/2020,utla,E06000047,County Durham,23898,317
28/12/2020,utla,E10000007,Derbyshire,27371,387
28/12/2020,utla,E08000033,Calderdale,9633,64
28/12/2020,utla,W06000015,Cardiff,19276,262
28/12/2020,utla,E10000025,Oxfordshire,16962,488
28/12/2020,utla,E06000009,Blackpool,6220,51
28/12/2020,utla,E08000011,Knowsley,8793,74
28/12/2020,utla,E09000009,Ealing,14069,303
28/12/2020,utla,S12000049,Glasgow City,24547,247
28/12/2020,utla,E10000015,Hertfordshire,37894,1127
28/12/2020,utla,E06000035,Medway,16363,361
28/12/2020,utla,E10000024,Nottinghamshire,30576,468
28/12/2020,utla,E10000006,Cumbria,13703,255
28/12/2020,utla,E06000059,Dorset,4655,117
28/12/2020,utla,E08000027,Dudley,13946,173
28/12/2020,utla,E08000023,South Tyneside,7525,79
28/12/2020,utla,E10000002,Buckinghamshire,15411,450
28/12/2020,utla,E10000018,Leicestershire,25842,342
28/12/2020,utla,E08000017,Doncaster,14751,145
28/12/2020,utla,E06000034,Thurrock,9763,362
28/12/2020,utla,E06000008,Blackburn with Darwen,11588,105
28/12/2020,utla,E08000037,Gateshead,9197,96
28/12/2020,utla,E10000011,East Sussex,14176,424
28/12/2020,utla,E09000031,Waltham Forest,13364,374
28/12/2020,utla,E06000042,Milton Keynes,9895,314
28/12/2020,utla,E06000015,Derby,10306,187
28/12/2020,utla,E09000033,Westminster,7540,181
28/12/2020,utla,E06000024,North Somerset,5731,136
28/12/2020,utla,E08000003,Manchester,35611,262
28/12/2020,utla,E06000043,Brighton and Hove,6691,222
28/12/2020,utla,E06000033,Southend-on-Sea,7774,260
28/12/2020,utla,E09000027,Richmond upon Thames,6060,178
28/12/2020,utla,E08000012,Liverpool,27345,245
28/12/2020,utla,E10000012,Essex,57799,2064
28/12/2020,utla,S12000041,Angus,1563,23
28/12/2020,utla,E09000012,Hackney and City of London,11847,303
28/12/2020,utla,E09000008,Croydon,14687,433
28/12/2020,utla,S12000019,Midlothian,1862,21
28/12/2020,utla,E10000029,Suffolk,13153,505
28/12/2020,utla,E09000016,Havering,16279,330
28/12/2020,utla,E09000011,Greenwich,10713,394
28/12/2020,utla,E08000030,Walsall,12433,188
28/12/2020,utla,E06000016,Leicester,21927,203
28/12/2020,utla,E10000027,Somerset,9400,315
28/12/2020,utla,E10000020,Norfolk,18128,619
28/12/2020,utla,E08000031,Wolverhampton,11927,217
28/12/2020,utla,E06000017,Rutland,713,10
28/12/2020,utla,E06000002,Middlesbrough,7002,95
28/12/2020,utla,E08000005,Rochdale,14701,91
28/12/2020,utla,E06000032,Luton,9763,177
28/12/2020,utla,E10000016,Kent,68821,1514
28/12/2020,utla,E08000001,Bolton,17096,83
28/12/2020,utla,E06000049,Cheshire East,11995,195
28/12/2020,utla,E09000024,Merton,8158,249
28/12/2020,utla,E08000013,St. Helens,8857,84
28/12/2020,utla,E10000032,West Sussex,16945,749
28/12/2020,utla,E10000023,North Yorkshire,17188,289
28/12/2020,utla,E10000021,Northamptonshire,21853,465
28/12/2020,utla,E10000014,Hampshire,29146,1032
28/12/2020,utla,E06000036,Bracknell Forest,3514,153
28/12/2020,utla,E09000002,Barking and Dagenham,11741,405
28/12/2020,utla,E09000022,Lambeth,12064,345
28/12/2020,utla,E06000003,Redcar and Cleveland,5434,60
28/12/2020,utla,E06000012,North East Lincolnshire,6014,36
28/12/2020,utla,E06000045,Southampton,6160,192
28/12/2020,utla,E10000003,Cambridgeshire,12031,345
28/12/2020,utla,E08000025,Birmingham,53310,681
28/12/2020,utla,E06000050,Cheshire West and Chester,11863,208
28/12/2020,utla,E06000056,Central Bedfordshire,7783,208
28/12/2020,utla,E09000025,Newham,17465,613
28/12/2020,utla,E06000041,Wokingham,4346,143
28/12/2020,utla,E06000052,Cornwall and Isles of Scilly,5666,249
28/12/2020,utla,E10000008,Devon,11977,176
28/12/2020,utla,E09000014,Haringey,10668,326
28/12/2020,utla,E06000023,"Bristol, City of",18573,207
28/12/2020,utla,E09000032,Wandsworth,11826,359
28/12/2020,utla,E09000021,Kingston upon Thames,6766,164
28/12/2020,utla,E06000011,East Riding of Yorkshire,12137,119
28/12/2020,utla,E09000003,Barnet,15335,511
28/12/2020,utla,E09000018,Hounslow,10991,324
28/12/2020,utla,E06000001,Hartlepool,5381,110
28/12/2020,utla,E08000026,Coventry,11924,212
28/12/2020,utla,E09000007,Camden,7399,226
28/12/2020,utla,E10000031,Warwickshire,17233,285
28/12/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",9917,297
28/12/2020,utla,E06000018,Nottingham,19820,156
28/12/2020,utla,E09000004,Bexley,12383,319
28/12/2020,utla,E08000035,Leeds,41183,325
28/12/2020,utla,E06000054,Wiltshire,7632,179
28/12/2020,utla,E10000034,Worcestershire,15099,246
28/12/2020,utla,E06000004,Stockton-on-Tees,9527,110
28/12/2020,utla,E09000023,Lewisham,10362,326
28/12/2020,utla,E06000039,Slough,7063,179
28/12/2020,utla,E08000006,Salford,15277,88
28/12/2020,utla,E08000024,Sunderland,13320,189
28/12/2020,utla,E06000019,"Herefordshire, County of",3444,86
28/12/2020,utla,E10000017,Lancashire,59103,605
28/12/2020,utla,E09000028,Southwark,11095,351
27/12/2020,utla,N09000001,Antrim and Newtownabbey,4459,71
27/12/2020,utla,N09000006,Fermanagh and Omagh,3291,108
27/12/2020,utla,N09000008,Mid and East Antrim,4239,65
27/12/2020,utla,W06000011,Swansea,13588,160
27/12/2020,utla,N09000007,Lisburn and Castlereagh,4488,81
27/12/2020,utla,S12000014,Falkirk,2633,30
27/12/2020,utla,N09000011,Ards and North Down,3165,34
27/12/2020,utla,S12000035,Argyll and Bute,868,7
27/12/2020,utla,W06000022,Newport,7775,116
27/12/2020,utla,E08000019,Sheffield,29259,195
27/12/2020,utla,W06000009,Pembrokeshire,2044,36
27/12/2020,utla,E06000022,Bath and North East Somerset,4605,59
27/12/2020,utla,E10000013,Gloucestershire,12211,243
27/12/2020,utla,W06000021,Monmouthshire,2944,61
27/12/2020,utla,S12000006,Dumfries and Galloway,1475,85
27/12/2020,utla,W06000001,Isle of Anglesey,1132,29
27/12/2020,utla,N09000005,Derry City and Strabane,8263,125
27/12/2020,utla,W06000023,Powys,2363,37
27/12/2020,utla,W06000006,Wrexham,6205,136
27/12/2020,utla,S12000050,North Lanarkshire,11943,142
27/12/2020,utla,E08000032,Bradford,33109,153
27/12/2020,utla,E08000028,Sandwell,16086,226
27/12/2020,utla,W06000013,Bridgend,9098,235
27/12/2020,utla,E09000019,Islington,7731,281
27/12/2020,utla,W06000018,Caerphilly,9910,152
27/12/2020,utla,S12000017,Highland,1090,25
27/12/2020,utla,S12000018,Inverclyde,1355,49
27/12/2020,utla,W06000024,Merthyr Tydfil,5252,83
27/12/2020,utla,E08000014,Sefton,11965,160
27/12/2020,utla,N09000004,Causeway Coast and Glens,4382,56
27/12/2020,utla,S12000042,Dundee City,4059,74
27/12/2020,utla,E08000009,Trafford,10285,83
27/12/2020,utla,W06000003,Conwy,2184,18
27/12/2020,utla,E10000030,Surrey,34703,1258
27/12/2020,utla,S12000028,South Ayrshire,2366,22
27/12/2020,utla,E06000044,Portsmouth,7114,214
27/12/2020,utla,N09000009,Mid Ulster,6224,103
27/12/2020,utla,S12000026,Scottish Borders,1448,51
27/12/2020,utla,S12000008,East Ayrshire,3293,48
27/12/2020,utla,S12000038,Renfrewshire,5825,77
27/12/2020,utla,W06000020,Torfaen,4521,94
27/12/2020,utla,E06000051,Shropshire,7091,96
27/12/2020,utla,N09000003,Belfast,13989,155
27/12/2020,utla,E08000008,Tameside,11700,81
27/12/2020,utla,S12000045,East Dunbartonshire,3065,28
27/12/2020,utla,E06000027,Torbay,2250,31
27/12/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",6837,157
27/12/2020,utla,E08000007,Stockport,12523,119
27/12/2020,utla,N09000010,"Newry, Mourne and Down",5712,102
27/12/2020,utla,W06000005,Flintshire,4771,123
27/12/2020,utla,E06000031,Peterborough,7183,121
27/12/2020,utla,S12000039,West Dunbartonshire,2472,36
27/12/2020,utla,E06000046,Isle of Wight,1541,18
27/12/2020,utla,E06000006,Halton,5591,78
27/12/2020,utla,E09000006,Bromley,12781,581
27/12/2020,utla,E08000029,Solihull,7695,109
